,File_name,QR_name,Label,Location_X,Location_Y,Area,Perimeter,Major_axis,Minor_axis,Orientaion,Eccentricity,Solidity,Median_R,Median_G,Median_B,std_R,std_G,std_B,Mean_R,Mean_G,Mean_B
9,IMG_0008.JPG,b'advanced_22_W1106-052_1',10,2573,1795,34162,833.5361466505706,246,178,-1.5542759957182135,0.6895440053306965,0.9429722866291267,59.0,140.0,135.0,13.13081859146873,12.811507523422277,11.310552458210049,61.1136383595328,138.71341588360997,134.55174028863323
0,IMG_0009.JPG,b'advanced_22_2010008-008_1',1,679,2905,76318,1349.893577750951,361,273,1.3672225940481884,0.6521555413501438,0.8998278586082487,52.0,134.0,126.0,11.102597146846053,17.026589244647507,16.74746025621878,53.14387357993632,132.4130403448773,124.47399661936397
1,IMG_0009.JPG,b'advanced_22_2010008-008_1',2,886,1295,64814,1431.0651506262047,359,237,-1.5691285380352769,0.7512825934720394,0.8354580492143493,55.0,129.0,119.0,8.074729701622168,17.162945882404546,17.914710706645366,54.70598491043464,127.04838535478993,116.80070356255689
2,IMG_0009.JPG,b'advanced_22_2010008-008_1',3,918,2531,71864,1288.4966081312812,335,276,1.5339344833295347,0.5667690762190356,0.9141374309919352,55.0,138.0,127.0,13.69887188076324,14.047759466621935,13.752602970676397,55.41805936295451,139.47701877182973,128.80844106146418
3,IMG_0009.JPG,b'advanced_22_2010008-008_1',4,1133,1595,84542,1752.9129137347072,441,250,-0.7226960621245695,0.8229937049676749,0.8367926675970742,52.0,129.0,124.0,11.210342908850278,16.237374731640877,17.270979127152103,54.18030304822512,128.69281177180304,122.14678085189435
4,IMG_0009.JPG,b'advanced_22_2010008-008_1',5,1465,3153,76929,1267.9696961967002,370,268,1.4529683382070235,0.6896089203647889,0.9405673065166891,58.0,128.0,128.0,11.331271123516386,17.45810132120741,19.029059897147597,58.142691867720465,127.73992564475874,126.2754393718802
5,IMG_0009.JPG,b'advanced_22_2010008-008_1',6,1735,1852,55157,1147.4671708797582,330,215,-0.8447780261620658,0.7577234194706411,0.9216642994402205,53.0,120.0,114.0,6.114637241844917,13.621227095376922,16.62777602874938,53.84772282253971,119.55259627239104,112.82734425991733
6,IMG_0009.JPG,b'advanced_22_2010008-008_1',7,1774,2405,72182,1301.668181006535,342,274,1.3328375494377076,0.5986363976167008,0.900103500305513,52.0,136.0,131.0,11.313435406146333,15.928093216168385,15.826402434471916,52.83715936326734,134.21328327399178,128.79417021099735
7,IMG_0009.JPG,b'advanced_22_2010008-008_1',8,1862,1024,43836,982.4062043356595,259,226,1.4771082327465588,0.4880440673145747,0.8378120102442567,46.0,118.0,116.0,8.061019131738567,14.149386807813228,14.915226190619975,47.87135850347895,116.81523896429793,112.18079160488195
8,IMG_0009.JPG,b'advanced_22_2010008-008_1',9,2227,1459,58940,1198.8813844421313,305,252,-1.1497540997649673,0.561301387578705,0.8944397232001943,53.0,118.0,109.0,7.4912306951500165,11.86231908357081,14.7295760792076,53.13439318617554,117.88649281460494,108.59598907344882
9,IMG_0009.JPG,b'advanced_22_2010008-008_1',10,2388,2581,89023,1509.3321779309638,432,271,0.34550695275588356,0.7794642353017035,0.8940745204378829,55.0,127.0,123.0,10.947815790036062,15.302998090240518,17.693934732037814,56.303509244905754,128.4788816247669,123.59004515737684
0,IMG_0010.JPG,b'advanced_22_Cascade_2',1,513,2747,54295,1038.430590953299,305,230,0.039750665564495725,0.6562037722077805,0.9396850121149186,58.0,134.0,125.0,10.85492583161675,13.438658114968694,13.524736121474632,58.40663793421004,134.89838656205106,124.458135337238
1,IMG_0010.JPG,b'advanced_22_Cascade_2',2,601,1414,48161,938.4894654563446,296,209,0.980412636002891,0.7063892446784596,0.9491535444709407,59.0,122.0,114.0,8.389144560583812,19.22771584289784,22.374864666110927,59.57200996677741,125.32983803986711,115.40342607973422
2,IMG_0010.JPG,b'advanced_22_Cascade_2',3,913,2442,59334,1248.579869251966,337,230,0.7216409322285843,0.7313741097769183,0.8654822335025381,57.0,127.0,117.0,8.596137258372481,16.834002960752425,18.117960226847778,57.319097298299425,128.47191276355485,117.73092545463739
3,IMG_0010.JPG,b'advanced_22_Cascade_2',4,1128,1742,73749,1423.2661607529815,368,259,-0.45564852328279043,0.7120085836746999,0.901532932374945,56.0,127.0,123.0,9.14712575910799,19.349087524173388,21.034214479530558,57.05590660085697,127.04044855453708,122.98473178933666
4,IMG_0010.JPG,b'advanced_22_Cascade_2',5,1443,1102,60423,1147.0580079512686,327,242,0.12806578253308265,0.6724720081605048,0.91200398472522,54.0,118.0,110.0,6.837265605523799,11.923563883155756,15.472823435152378,53.93374929661382,117.88385025321902,110.59465095495018
5,IMG_0010.JPG,b'advanced_22_Cascade_2',6,1445,2820,51726,1033.259018078045,298,225,-0.7094425983575471,0.6573023426268083,0.9221471484855508,56.0,122.0,110.0,7.083245528139645,15.984364127059292,17.768738282864657,56.032402126631226,123.0395360077332,111.26911551474142
6,IMG_0010.JPG,b'advanced_22_Cascade_2',7,1861,2784,46628,966.9331162702407,301,202,0.3103386809463452,0.7420598430454562,0.9388124911913343,55.0,124.0,118.0,9.591810331724659,16.40933692190077,19.129504651976735,55.41885602762348,122.45984086473503,114.03412186072447
7,IMG_0010.JPG,b'advanced_22_Cascade_2',8,2019,1104,88297,1398.9230150024741,407,287,-1.2839942147746177,0.7103711196293248,0.9100813226002618,56.0,105.0,92.0,5.977986387858647,14.725811784890778,18.238749072036303,56.63842076651264,106.36273443870617,95.31208661774033
8,IMG_0010.JPG,b'advanced_22_Cascade_2',9,2117,1861,69583,1249.7514421272203,385,234,-1.496916771122922,0.7948725907613087,0.9376751832686503,53.0,111.0,99.0,8.025916281835334,17.042013692999877,20.046498054989048,52.73879739012963,111.52658733580523,101.22778879595297
9,IMG_0010.JPG,b'advanced_22_Cascade_2',10,2468,2384,57845,1187.9696961967,318,237,1.1356407230145005,0.668450700577669,0.8897314424585474,53.0,106.0,103.0,6.669344909547342,14.818256337403188,18.942926725662993,52.72972131941083,106.00554940875458,101.90742341470161
0,IMG_0011.JPG,b'advanced_22_W1131-193_1',1,682,1845,42795,920.3717164502533,265,209,-1.5509162810716375,0.6141470609022031,0.9235400751003496,60.0,153.0,152.0,22.613737129044832,19.14854601162567,18.22761869335214,59.12228349768659,150.59629854652522,150.40858531569847
1,IMG_0011.JPG,b'advanced_22_W1131-193_1',2,1067,1766,21978,724.2813126546316,184,158,-0.9734325038248477,0.5119152322786055,0.8634060106069534,51.0,143.0,136.0,13.675875275650384,15.284681121348152,14.574666326834471,52.376074987486916,142.98684988851983,135.07007325840652
2,IMG_0011.JPG,b'advanced_22_W1131-193_1',3,1259,2806,45788,1071.4427842621187,257,233,-1.141797316224832,0.42154591450344064,0.8775177753502367,75.0,163.0,156.0,33.61912240666662,24.099185845789236,22.503361196398874,75.50811365671478,161.72177692358093,154.63085591980257
3,IMG_0011.JPG,b'advanced_22_W1131-193_1',4,1472,1182,37453,892.9331162702407,237,206,-1.1056253331884067,0.49419123788993075,0.9104677168416958,53.0,135.0,145.0,13.727339254142716,17.831816529884403,19.79246087645789,53.33336003417708,133.20322012175583,143.0968172594254
4,IMG_0011.JPG,b'advanced_22_W1131-193_1',5,1599,2649,37605,903.1757569573599,239,205,0.5614259088208812,0.516738397612106,0.9125655212580082,56.0,141.0,138.0,18.111361338447043,13.535527317099394,11.805403960323213,56.10504201680672,140.39955855760024,137.102382725242
5,IMG_0011.JPG,b'advanced_22_W1131-193_1',6,1654,2036,56398,1142.4722215136417,284,257,1.5192762738464007,0.42691302334547226,0.9196275702382312,55.0,139.0,135.0,18.551434243386662,18.900714684683336,19.324276133230484,56.740039363795944,136.5365356313279,131.46229409365748
6,IMG_0011.JPG,b'advanced_22_W1131-193_1',7,1951,1120,50058,964.0874452027913,287,224,-1.053463585529175,0.626494458492078,0.9326129482999534,47.0,132.0,135.0,14.8674448507153,12.503560289278793,11.982023844523347,49.19347943344587,132.01931797750564,134.0188585013085
7,IMG_0011.JPG,b'advanced_22_W1131-193_1',8,2032,2885,46883,917.5189027078676,253,239,1.3776452551135108,0.32849879950923494,0.9320675944333996,48.0,130.0,128.0,15.462134225333156,14.394762785462554,13.238654350261319,51.11324175589779,132.01422720873683,129.29821679962458
8,IMG_0011.JPG,b'advanced_22_W1131-193_1',9,2594,2457,44834,1035.2001435749994,258,226,1.1728036938476876,0.4808015158914598,0.8974338444293206,57.0,133.0,133.0,13.692554660504099,15.507888218935273,13.901237496596522,57.948096268373746,131.1798228983115,132.06999308545045
9,IMG_0011.JPG,b'advanced_22_W1131-193_1',10,2794,1810,40477,949.4356415871823,252,209,0.044516893407935666,0.5583882232020805,0.894400742442991,50.0,115.0,126.0,10.833751145862857,12.175646043814154,11.723598612151507,51.64304773198933,114.16063840300426,124.7174374938235
0,IMG_0012.JPG,b'advanced_22_2012057-023_1',1,681,1335,96775,1596.0256121069153,392,319,-0.7508432993627464,0.5813415710911469,0.9357926799787265,54.0,135.0,134.0,15.346857028073863,18.780095469677782,18.29537900584444,55.62183024366049,134.88595077190155,131.41631016595366
1,IMG_0012.JPG,b'advanced_22_2012057-023_1',2,786,3061,59167,1168.7392488184005,281,275,-0.6470586228272068,0.21939550137155878,0.888353377475489,57.0,147.0,139.0,17.19585501062938,19.108934793460953,18.76199359667433,60.28482574451543,145.95931785146874,138.09824899435486
2,IMG_0012.JPG,b'advanced_22_2012057-023_1',3,803,2348,49177,1054.5310960166873,301,211,0.9894343977030815,0.7123983287483227,0.9178580760760013,60.0,135.0,133.0,12.667856329338244,15.907038543253535,16.908032227735838,60.89708394338702,134.35289572149017,132.01405156987147
3,IMG_0012.JPG,b'advanced_22_2012057-023_1',4,1172,3087,79318,1342.337228564847,382,267,-1.3184062668579957,0.7145857542682644,0.9219056917372759,53.0,135.0,127.0,12.249756608630342,17.823051956623495,18.203789231367814,54.53073111691062,134.64740219625048,126.30368016944665
4,IMG_0012.JPG,b'advanced_22_2012057-023_1',5,1256,1870,66506,1449.2194795587554,384,226,0.24814121763211566,0.8092741918980625,0.8788022939295436,50.0,140.0,139.0,13.646196103753214,17.264280010145967,17.09850537302931,50.637410720998425,138.55263514021502,136.88867002481015
5,IMG_0012.JPG,b'advanced_22_2012057-023_1',6,1674,2666,122553,2224.3830432072955,550,294,0.8061271922715427,0.8450353298786187,0.8124540084723852,51.0,122.0,120.0,9.652850484232774,15.203231601089936,16.51252389959991,51.94164925909002,121.46705072132646,118.59165089105034
6,IMG_0012.JPG,b'advanced_22_2012057-023_1',7,1771,1288,87095,1562.687516990291,377,302,-1.179591114575695,0.5979461908723746,0.8534709156475384,51.0,126.0,121.0,8.414940872352894,13.513817867415279,15.856370844525884,52.15630238592785,124.23928169563919,118.4374813419983
7,IMG_0012.JPG,b'advanced_22_2012057-023_1',8,2256,2621,79081,1445.734198184517,352,297,0.5977334050977002,0.5355161893129906,0.871041646014385,52.0,123.0,117.0,10.544848852535546,13.889264881511364,14.87479405846326,52.64185634800202,122.40323722812342,115.2670080930703
8,IMG_0012.JPG,b'advanced_22_2012057-023_1',9,2385,2011,98500,1568.386001800126,409,312,0.6380210957068305,0.6466807826603981,0.9127215782207025,50.0,125.0,120.0,8.232033640466993,12.56376861541237,13.855338810885604,50.884739946598444,123.87382613021452,118.27194184712535
9,IMG_0012.JPG,b'advanced_22_2012057-023_1',10,2422,1144,89092,1787.1555544218265,422,285,1.119000088567002,0.7375784024896138,0.8461100136757331,51.0,120.0,115.0,7.656317751009248,11.927851936935415,13.435965658836954,51.33850781784916,118.60901774590026,114.16419166919218
0,IMG_0013.JPG,b'advanced_22_2012057-003_2',1,542,1530,52680,1080.1046891454944,317,215,-0.29914877459019196,0.7350566572551545,0.9313508830861164,59.0,147.0,143.0,18.014248200012272,20.548568871171465,20.735375571623692,60.07204009187722,145.65060080867138,140.4891892404943
1,IMG_0013.JPG,b'advanced_22_2012057-003_2',2,1106,2889,80965,1210.177848998413,330,315,-1.5219439829961159,0.2933393927413167,0.9361739029889576,41.0,133.0,129.0,15.131658816918836,16.362737334438442,16.23646669364416,45.43305666716071,133.70662269650708,128.3477594980485
2,IMG_0013.JPG,b'advanced_22_2012057-003_2',3,1104,1703,69184,1309.3666658163697,317,282,1.5584067965407244,0.4584738729514654,0.8992759933968518,51.0,140.0,135.0,14.880972116334965,19.01410883640247,20.059824918558498,52.07801049390746,137.97857855253457,132.53753089631846
3,IMG_0013.JPG,b'advanced_22_2012057-003_2',4,1420,2336,68579,1540.2022356160523,365,252,-0.30547519567071335,0.7238705748081662,0.8304955434993219,52.0,128.0,119.0,9.380027534790624,12.90903919006956,14.657057184932942,53.700428708915396,128.9487299133833,120.35747615853481
4,IMG_0013.JPG,b'advanced_22_2012057-003_2',5,1581,1241,63948,1270.052957317385,352,234,0.39555629239949097,0.7462351581208762,0.8965343203230148,46.0,124.0,121.0,10.192492076277869,15.2497392560772,17.832969948253705,47.73279434531722,122.2036217492611,117.78371151109512
5,IMG_0013.JPG,b'advanced_22_2012057-003_2',6,1821,2051,47191,1081.8864350760145,262,236,1.3672432684369937,0.43314538268096436,0.8582522506138037,48.0,120.0,117.0,11.781374036288943,13.92462474827095,14.958921954892041,50.30737444373808,121.20487391396482,116.01873278236914
6,IMG_0013.JPG,b'advanced_22_2012057-003_2',7,2026,2332,90342,1428.2367235014585,369,320,-0.6230604086918548,0.4973452424583759,0.900690906553144,52.0,129.0,123.0,11.418989999761218,16.329590179020578,16.52856571391462,53.2222136128668,129.29797102090967,120.88511307158433
7,IMG_0013.JPG,b'advanced_22_2012057-003_2',8,2499,2799,88357,1762.6946596652276,371,315,1.4259834468941717,0.5290204103553038,0.8454568071343821,56.0,125.0,122.0,9.174712910452188,14.154028404138845,15.901373709236541,55.64482321517497,123.61165059531893,117.73613563312055
8,IMG_0013.JPG,b'advanced_22_2012057-003_2',9,2701,1227,58353,1354.9818895055196,351,218,-1.184782784242432,0.7835544101109945,0.8231485399915361,45.0,114.0,107.0,6.876697139218069,14.264651599458988,16.56646118271323,45.668888812722784,112.31438511105017,106.09435837674802
0,IMG_0014.JPG,b'advanced_22_W1301-004_1',1,671,2857,54496,1155.986940139403,381,184,0.8925508195055821,0.8750727856389233,0.9361322018758375,60.0,153.0,157.0,22.626419911424684,24.92110920433694,24.56907594599773,65.21077163042482,151.62095605101385,155.62690155060096
1,IMG_0014.JPG,b'advanced_22_W1301-004_1',2,657,1417,58149,1192.5971131946692,345,219,-1.542118090480091,0.773265792299699,0.9158909417379388,47.0,133.0,129.0,13.299503521168692,18.245327825676977,19.394898364386233,48.661742450299236,131.31051798858087,126.3319460686524
2,IMG_0014.JPG,b'advanced_22_W1301-004_1',3,829,2297,52430,1147.383909759073,381,178,0.9823875808991698,0.8844129911081592,0.9276526477821617,56.0,147.0,143.0,19.355327055640945,18.67270071245783,17.265901036328493,58.770699422075566,148.17274790669285,143.44984645902076
3,IMG_0014.JPG,b'advanced_22_W1301-004_1',4,1239,1154,45119,1016.9747468305833,325,181,0.6414405843642684,0.8296252411132804,0.8969266857506362,55.0,139.0,133.0,10.623132700002746,15.479864245442428,16.571252450024534,56.11199521255375,136.48608094330422,131.3311981914092
4,IMG_0014.JPG,b'advanced_22_W1301-004_1',5,1330,1928,44941,1039.3595231414336,350,165,0.4162959250759909,0.881408446105947,0.913973683675337,52.0,138.0,140.0,12.570357393960837,14.9045140623035,15.440087769421856,52.88406764574989,136.03604806408543,136.80921228304405
5,IMG_0014.JPG,b'advanced_22_W1301-004_1',6,1467,2912,108197,1796.3098833543772,508,275,0.7563611748731193,0.8412316865293852,0.9091420889000924,48.0,136.0,135.0,15.737855918025854,20.87034036236871,21.187279859676753,51.40396132943916,135.4237217642057,132.68624533254464
6,IMG_0014.JPG,b'advanced_22_W1301-004_1',7,1828,1431,67106,1280.1534623807736,373,235,-1.4976604815840515,0.7771117508174433,0.8977271207074153,46.0,131.0,132.0,11.754343065457524,18.814060052645466,20.83522662547787,48.21637731912674,128.6867446539006,127.62086282691304
7,IMG_0014.JPG,b'advanced_22_W1301-004_1',8,2206,2712,62447,1316.6803743153548,334,242,0.9336808336857144,0.6910590069719313,0.8966344082933694,50.0,106.0,106.0,9.229370810098287,17.494433056100494,18.959130964066965,50.98427441309291,105.05753771258367,105.42628831310252
8,IMG_0014.JPG,b'advanced_22_W1301-004_1',9,2546,1500,57343,1240.8813844421313,379,197,0.4430116514059197,0.8541584803981717,0.9230558730260934,51.0,123.0,119.0,9.852245761979418,14.82807571432343,17.670467526490356,52.49152453698859,122.15667399114088,117.85342331973074
9,IMG_0014.JPG,b'advanced_22_W1301-004_1',10,2669,2041,63950,1242.35447250755,412,201,0.9141777047353,0.8733558889239493,0.9145905437487486,52.0,127.0,124.0,11.149586545768521,13.797573296600287,14.635288774642126,54.23088711316831,125.92803640400945,121.88002939842687
0,IMG_0015.JPG,b'advanced_22_W1130-295_1',1,539,1601,23572,723.938166904124,193,159,1.3794463441015532,0.5680295750087996,0.9150621118012422,55.0,141.0,146.0,13.929482220548975,16.398450785942,15.041012351601491,54.90280429341139,138.2905264944211,143.94696873276484
1,IMG_0015.JPG,b'advanced_22_W1130-295_1',2,570,2374,23176,701.1686142824235,193,156,-1.2100967583647018,0.5884925441587426,0.9315861403649811,55.0,144.0,150.0,16.46630813286186,17.053392629072135,16.72640302825101,55.12491909385113,142.70394822006472,148.96526429341964
2,IMG_0015.JPG,b'advanced_22_W1130-295_1',3,1005,2907,31278,765.6538956566621,219,185,0.5603065829909178,0.5328022390871536,0.9361027145123155,55.0,145.0,151.0,11.360679888156945,14.112636536681467,15.41249592280811,54.32103462608306,143.26821626115037,149.32359241615245
3,IMG_0015.JPG,b'advanced_22_W1130-295_1',4,1208,2046,72152,1396.9474016201134,387,246,-0.9994145013517279,0.7711002500133874,0.8889217425586438,54.0,136.0,142.0,13.44861185832908,13.967243355311572,14.739246655354501,53.751715152943135,135.20314340757577,140.8110213302657
4,IMG_0015.JPG,b'advanced_22_W1130-295_1',5,1608,1086,34605,817.5950211536164,274,162,0.1326193650448661,0.8068939406639225,0.9434553831892909,51.0,135.0,143.0,9.307552877569183,14.305118543511618,15.77038914501251,50.6456190035834,132.0606866258236,140.72263322159287
5,IMG_0015.JPG,b'advanced_22_W1130-295_1',6,1781,2858,32399,792.8082245892128,230,182,-1.196246246871982,0.6114613690467771,0.9403279640110289,53.0,129.0,131.0,8.998087459525856,15.918043775968455,15.50847855598177,52.767639977776405,126.64602753256374,128.93817519599975
6,IMG_0015.JPG,b'advanced_22_W1130-295_1',7,1833,1286,32868,851.4356415871823,242,177,0.5638987777467449,0.6839822426262814,0.9204660020163549,52.0,135.0,138.0,10.952536831873227,13.473892879665216,13.877507690146764,51.868500319469376,133.2892871269054,136.46961998357014
7,IMG_0015.JPG,b'advanced_22_W1130-295_1',8,1914,2357,33480,810.1219330881977,233,185,-1.5620962749466283,0.6060738562989085,0.929819201821868,55.0,138.0,134.0,14.388731408195103,16.770051296679647,15.44589862736997,56.54738791481227,137.10197437199437,133.69222497685115
8,IMG_0015.JPG,b'advanced_22_W1130-295_1',9,2297,2504,32203,760.1808075912434,211,197,0.019025467102015626,0.36596844442351445,0.9380425284008156,52.0,128.0,132.0,9.70463504398706,13.598050488855147,15.393645776564826,50.71073225265511,126.26135022669399,129.29929818023726
9,IMG_0015.JPG,b'advanced_22_W1130-295_1',10,2674,1675,39077,800.4650788387053,247,204,-1.5633158930678408,0.5660318850071582,0.9612328733426807,50.0,123.0,128.0,8.378628201547036,12.352507069392242,14.250419636027935,49.3806428498311,122.0345992425018,124.92982905107995
0,IMG_0016.JPG,b'advanced_22_Cascade_1',1,631,2726,68785,1268.6387437550118,348,261,-1.4834937920396842,0.6626728174884529,0.9086285699188925,54.0,125.0,117.0,8.606362239326854,17.52991931891672,20.6033408583469,54.75763258897418,125.66530006978367,117.1973278669458
1,IMG_0016.JPG,b'advanced_22_Cascade_1',2,822,1238,63509,1304.2955980045044,376,222,-0.4759003993484634,0.8061538013214727,0.8859578148540818,56.0,132.0,125.0,15.286456407721236,18.7954247348093,21.26868443406488,57.90431126787176,132.30153681425963,124.81512565346098
2,IMG_0016.JPG,b'advanced_22_Cascade_1',3,884,1960,56785,1136.798123321446,334,219,0.13466838506379733,0.7547863441192243,0.9162713395940233,60.0,142.0,133.0,17.587204706474115,19.092011890680656,19.48338391435205,63.10983727810651,142.20128909551985,132.70472316145393
3,IMG_0016.JPG,b'advanced_22_Cascade_1',4,1558,2462,96396,1786.1677477306462,495,263,0.7057070978281399,0.8468758462704895,0.8308137831175771,55.0,116.0,105.0,8.609468869149488,18.26839471597592,20.781557706307566,54.124902743918256,115.97805902795788,106.51261994916749
4,IMG_0016.JPG,b'advanced_22_Cascade_1',5,1667,1059,57026,1079.4183976444792,354,210,-1.3611197867649718,0.8050916992694948,0.9406040213106371,55.0,111.0,100.0,7.145513875532942,15.777777675150645,17.75294666627972,53.88650591845682,111.12799649276633,102.34100832967997
5,IMG_0016.JPG,b'advanced_22_Cascade_1',6,1758,1944,66005,1143.3422791987305,350,242,-0.9675644010939183,0.7205728997809258,0.945318877733698,55.0,122.0,112.0,7.101048560340513,14.328316710043694,17.082979212887484,55.62723471304769,121.6793982182898,111.0036664444579
6,IMG_0016.JPG,b'advanced_22_Cascade_1',7,2253,2662,54416,1067.8448045156722,306,231,-1.5278729351476106,0.6557335916282235,0.9239807787003549,56.0,118.0,103.0,6.624190629059109,13.482409398393905,15.759674469909923,55.973867499770286,118.47927961040155,103.66011210144262
7,IMG_0016.JPG,b'advanced_22_Cascade_1',8,2498,1425,68259,1374.3961030678927,409,223,1.0203868811167789,0.8389656705949226,0.8984757542252408,55.0,108.0,92.0,5.578314399292351,11.570786011302163,14.398635068152577,55.104222215710976,108.67551056286443,95.89516247179817
8,IMG_0016.JPG,b'advanced_22_Cascade_1',9,2586,2050,69055,1386.905771059771,382,239,0.932220445825998,0.7792647423764638,0.867416153749529,54.0,115.0,101.0,6.309550726064216,13.574390745045957,16.296245237719024,53.72507023488864,113.7238248327396,102.44896747472993
9,IMG_0016.JPG,b'advanced_22_Cascade_1',10,2611,2901,52848,1030.6316010800756,287,238,-0.3679214443973913,0.5596308693109515,0.9209054315437294,54.0,113.0,104.0,6.365452195155865,13.728440111188478,16.755186148410957,54.49230798342385,112.40874600261131,103.30321494124549
